######################################################################
#
# LoggerIdentifier    : 0000000C
# Comment             : 
# PC Time             : 24 January 2018 , 21:31:27
# Logger Time         : 24 January 2018 , 21:31:37
# StartBatteryVoltage :      2817 mV
# EndBatteryVoltage   :      2777 mV
# TotalSampleCount    :    300668
# ResistanceOffset    :     11910.90559
# ResistanceScale     :     90895.96966
# TemperatureOffset   :         0.0010743547
# TemperatureLinear   :         0.0002113377
# TemperatureCubic    :         0.0000000922
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2018 01 05 17 24 00     7928    16211.837       38.674
2018 01 05 17 26 00     7927    16210.874       38.676
2018 01 05 17 28 00     7928    16211.837       38.674
2018 01 05 17 30 00     7927    16210.874       38.676
2018 01 05 17 32 00     7927    16210.874       38.676
2018 01 05 17 34 00     7926    16209.911       38.677
2018 01 05 17 36 00     7927    16210.874       38.676
2018 01 05 17 38 00     7927    16210.874       38.676
2018 01 05 17 40 00     7926    16209.911       38.677
2018 01 05 17 42 00     7927    16210.874       38.676
2018 01 05 17 44 00     7927    16210.874       38.676
2018 01 05 17 46 00     7926    16209.911       38.677
2018 01 05 17 48 00     7927    16210.874       38.676
2018 01 05 17 50 00     7927    16210.874       38.676
2018 01 05 17 52 00     7927    16210.874       38.676
2018 01 05 17 54 00     7926    16209.911       38.677
2018 01 05 17 56 00     7926    16209.911       38.677
2018 01 05 17 58 00     7926    16209.911       38.677
2018 01 05 18 00 00     7926    16209.911       38.677
2018 01 05 18 02 00     7926    16209.911       38.677
2018 01 05 18 04 00     7926    16209.911       38.677
2018 01 05 18 06 00     7927    16210.874       38.676
2018 01 05 18 08 00     7926    16209.911       38.677
2018 01 05 18 10 00     7926    16209.911       38.677
2018 01 05 18 12 00     7926    16209.911       38.677
2018 01 05 18 14 00     7926    16209.911       38.677
2018 01 05 18 16 00     7926    16209.911       38.677
2018 01 05 18 18 00     7926    16209.911       38.677
2018 01 05 18 20 00     7926    16209.911       38.677
2018 01 05 18 22 00     7926    16209.911       38.677
2018 01 05 18 24 00     7926    16209.911       38.677
2018 01 05 18 26 00     7926    16209.911       38.677
2018 01 05 18 28 00     7926    16209.911       38.677
2018 01 05 18 30 00     7925    16208.948       38.678
2018 01 05 18 32 00     7925    16208.948       38.678
2018 01 05 18 34 00     7925    16208.948       38.678
2018 01 05 18 36 00     7926    16209.911       38.677
2018 01 05 18 38 00     7925    16208.948       38.678
2018 01 05 18 40 00     7925    16208.948       38.678
2018 01 05 18 42 00     7925    16208.948       38.678
2018 01 05 18 44 00     7925    16208.948       38.678
2018 01 05 18 46 00     7925    16208.948       38.678
2018 01 05 18 48 00     7925    16208.948       38.678
2018 01 05 18 50 00     7925    16208.948       38.678
2018 01 05 18 52 00     7925    16208.948       38.678
2018 01 05 18 54 00     7925    16208.948       38.678
2018 01 05 18 56 00     7925    16208.948       38.678
2018 01 05 18 58 00     7925    16208.948       38.678
2018 01 05 19 00 00     7925    16208.948       38.678
2018 01 05 19 02 00     7926    16209.911       38.677
2018 01 05 19 04 00     7924    16207.985       38.680
2018 01 05 19 06 00     7925    16208.948       38.678
2018 01 05 19 08 00     7925    16208.948       38.678
2018 01 05 19 10 00     7925    16208.948       38.678
2018 01 05 19 12 00     7925    16208.948       38.678
2018 01 05 19 14 00     7925    16208.948       38.678
2018 01 05 19 16 00     7925    16208.948       38.678
2018 01 05 19 18 00     7925    16208.948       38.678
2018 01 05 19 20 00     7925    16208.948       38.678
2018 01 05 19 22 00     7925    16208.948       38.678
2018 01 05 19 24 00     7924    16207.985       38.680
2018 01 05 19 26 00     7925    16208.948       38.678
2018 01 05 19 28 00     7924    16207.985       38.680
2018 01 05 19 30 00     7925    16208.948       38.678
2018 01 05 19 32 00     7924    16207.985       38.680
2018 01 05 19 34 00     7924    16207.985       38.680
2018 01 05 19 36 00     7924    16207.985       38.680
2018 01 05 19 38 00     7924    16207.985       38.680
2018 01 05 19 40 00     7924    16207.985       38.680
2018 01 05 19 42 00     7924    16207.985       38.680
2018 01 05 19 44 00     7924    16207.985       38.680
2018 01 05 19 46 00     7924    16207.985       38.680
2018 01 05 19 48 00     7924    16207.985       38.680
2018 01 05 19 50 00     7924    16207.985       38.680
2018 01 05 19 52 00     7924    16207.985       38.680
2018 01 05 19 54 00     7924    16207.985       38.680
2018 01 05 19 56 00     7924    16207.985       38.680
2018 01 05 19 58 00     7924    16207.985       38.680
2018 01 05 20 00 00     7924    16207.985       38.680
2018 01 05 20 02 00     7924    16207.985       38.680
2018 01 05 20 04 00     7924    16207.985       38.680
2018 01 05 20 06 00     7924    16207.985       38.680
2018 01 05 20 08 00     7923    16207.022       38.681
2018 01 05 20 10 00     7923    16207.022       38.681
2018 01 05 20 12 00     7924    16207.985       38.680
2018 01 05 20 14 00     7924    16207.985       38.680
2018 01 05 20 16 00     7923    16207.022       38.681
2018 01 05 20 18 00     7924    16207.985       38.680
2018 01 05 20 20 00     7923    16207.022       38.681
2018 01 05 20 22 00     7924    16207.985       38.680
2018 01 05 20 24 00     7923    16207.022       38.681
2018 01 05 20 26 00     7923    16207.022       38.681
2018 01 05 20 28 00     7923    16207.022       38.681
2018 01 05 20 30 00     7923    16207.022       38.681
2018 01 05 20 32 00     7924    16207.985       38.680
2018 01 05 20 34 00     7924    16207.985       38.680
2018 01 05 20 36 00     7923    16207.022       38.681
2018 01 05 20 38 00     7923    16207.022       38.681
2018 01 05 20 40 00     7924    16207.985       38.680
2018 01 05 20 42 00     7924    16207.985       38.680
2018 01 05 20 44 00     7923    16207.022       38.681
2018 01 05 20 46 00     7923    16207.022       38.681
2018 01 05 20 48 00     7924    16207.985       38.680
2018 01 05 20 50 00     7923    16207.022       38.681
2018 01 05 20 52 00     7924    16207.985       38.680
2018 01 05 20 54 00     7924    16207.985       38.680
2018 01 05 20 56 00     7924    16207.985       38.680
2018 01 05 20 58 00     7923    16207.022       38.681
2018 01 05 21 00 00     7924    16207.985       38.680
2018 01 05 21 02 00     7923    16207.022       38.681
2018 01 05 21 04 00     7924    16207.985       38.680
2018 01 05 21 06 00     7924    16207.985       38.680
2018 01 05 21 08 00     7924    16207.985       38.680
2018 01 05 21 10 00     7924    16207.985       38.680
2018 01 05 21 12 00     7923    16207.022       38.681
2018 01 05 21 14 00     7924    16207.985       38.680
2018 01 05 21 16 00     7924    16207.985       38.680
2018 01 05 21 18 00     7924    16207.985       38.680
2018 01 05 21 20 00     7924    16207.985       38.680
2018 01 05 21 22 00     7923    16207.022       38.681
2018 01 05 21 24 00     7924    16207.985       38.680
2018 01 05 21 26 00     7924    16207.985       38.680
2018 01 05 21 28 00     7924    16207.985       38.680
2018 01 05 21 30 00     7924    16207.985       38.680
2018 01 05 21 32 00     7924    16207.985       38.680
2018 01 05 21 34 00     7924    16207.985       38.680
2018 01 05 21 36 00     7924    16207.985       38.680
2018 01 05 21 38 00     7925    16208.948       38.678
2018 01 05 21 40 00     7925    16208.948       38.678
2018 01 05 21 42 00     7925    16208.948       38.678
2018 01 05 21 44 00     7925    16208.948       38.678
2018 01 05 21 46 00     7925    16208.948       38.678
2018 01 05 21 48 00     7925    16208.948       38.678
2018 01 05 21 50 00     7925    16208.948       38.678
2018 01 05 21 52 00     7926    16209.911       38.677
2018 01 05 21 54 00     7925    16208.948       38.678
2018 01 05 21 56 00     7925    16208.948       38.678
2018 01 05 21 58 00     7925    16208.948       38.678
2018 01 05 22 00 00     7926    16209.911       38.677
2018 01 05 22 02 00     7925    16208.948       38.678
2018 01 05 22 04 00     7926    16209.911       38.677
2018 01 05 22 06 00     7926    16209.911       38.677
2018 01 05 22 08 00     7926    16209.911       38.677
2018 01 05 22 10 00     7926    16209.911       38.677
2018 01 05 22 12 00     7926    16209.911       38.677
2018 01 05 22 14 00     7926    16209.911       38.677
2018 01 05 22 16 00     7926    16209.911       38.677
2018 01 05 22 18 00     7926    16209.911       38.677
2018 01 05 22 20 00     7926    16209.911       38.677
2018 01 05 22 22 00     7926    16209.911       38.677
2018 01 05 22 24 00     7926    16209.911       38.677
2018 01 05 22 26 00     7926    16209.911       38.677
2018 01 05 22 28 00     7926    16209.911       38.677
2018 01 05 22 30 00     7926    16209.911       38.677
2018 01 05 22 32 00     7926    16209.911       38.677
2018 01 05 22 34 00     7926    16209.911       38.677
2018 01 05 22 36 00     7926    16209.911       38.677
2018 01 05 22 38 00     7926    16209.911       38.677
2018 01 05 22 40 00     7926    16209.911       38.677
2018 01 05 22 42 00     7926    16209.911       38.677
2018 01 05 22 44 00     7926    16209.911       38.677
2018 01 05 22 46 00     7926    16209.911       38.677
2018 01 05 22 48 00     7926    16209.911       38.677
2018 01 05 22 50 00     7926    16209.911       38.677
2018 01 05 22 52 00     7926    16209.911       38.677
2018 01 05 22 54 00     7927    16210.874       38.676
2018 01 05 22 56 00     7927    16210.874       38.676
2018 01 05 22 58 00     7926    16209.911       38.677
2018 01 05 23 00 00     7927    16210.874       38.676
2018 01 05 23 02 00     7926    16209.911       38.677
2018 01 05 23 04 00     7926    16209.911       38.677
2018 01 05 23 06 00     7926    16209.911       38.677
2018 01 05 23 08 00     7926    16209.911       38.677
2018 01 05 23 10 00     7927    16210.874       38.676
2018 01 05 23 12 00     7926    16209.911       38.677
2018 01 05 23 14 00     7926    16209.911       38.677
2018 01 05 23 16 00     7927    16210.874       38.676
2018 01 05 23 18 00     7927    16210.874       38.676
2018 01 05 23 20 00     7927    16210.874       38.676
2018 01 05 23 22 00     7927    16210.874       38.676
2018 01 05 23 24 00     7927    16210.874       38.676
2018 01 05 23 26 00     7926    16209.911       38.677
2018 01 05 23 28 00     7927    16210.874       38.676
2018 01 05 23 30 00     7927    16210.874       38.676
2018 01 05 23 32 00     7926    16209.911       38.677
2018 01 05 23 34 00     7927    16210.874       38.676
2018 01 05 23 36 00     7927    16210.874       38.676
2018 01 05 23 38 00     7927    16210.874       38.676
2018 01 05 23 40 00     7927    16210.874       38.676
2018 01 05 23 42 00     7927    16210.874       38.676
2018 01 05 23 44 00     7927    16210.874       38.676
2018 01 05 23 46 00     7927    16210.874       38.676
2018 01 05 23 48 00     7927    16210.874       38.676
2018 01 05 23 50 00     7927    16210.874       38.676
2018 01 05 23 52 00     7927    16210.874       38.676
2018 01 05 23 54 00     7927    16210.874       38.676
2018 01 05 23 56 00     7927    16210.874       38.676
2018 01 05 23 58 00     7927    16210.874       38.676
2018 01 06 00 00 00     7927    16210.874       38.676
2018 01 06 00 02 00     7927    16210.874       38.676
2018 01 06 00 04 00     7927    16210.874       38.676
2018 01 06 00 06 00     7928    16211.837       38.674
2018 01 06 00 08 00     7927    16210.874       38.676
2018 01 06 00 10 00     7927    16210.874       38.676
2018 01 06 00 12 00     7926    16209.911       38.677
2018 01 06 00 14 00     7927    16210.874       38.676
2018 01 06 00 16 00     7927    16210.874       38.676
2018 01 06 00 18 00     7927    16210.874       38.676
2018 01 06 00 20 00     7927    16210.874       38.676
2018 01 06 00 22 00     7927    16210.874       38.676
2018 01 06 00 24 00     7927    16210.874       38.676
2018 01 06 00 26 00     7927    16210.874       38.676
2018 01 06 00 28 00     7927    16210.874       38.676
2018 01 06 00 30 00     7927    16210.874       38.676
2018 01 06 00 32 00     7927    16210.874       38.676
2018 01 06 00 34 00     7927    16210.874       38.676
2018 01 06 00 36 00     7926    16209.911       38.677
2018 01 06 00 38 00     7927    16210.874       38.676
2018 01 06 00 40 00     7926    16209.911       38.677
2018 01 06 00 42 00     7927    16210.874       38.676
2018 01 06 00 44 00     7927    16210.874       38.676
2018 01 06 00 46 00     7926    16209.911       38.677
2018 01 06 00 48 00     7927    16210.874       38.676
2018 01 06 00 50 00     7927    16210.874       38.676
2018 01 06 00 52 00     7926    16209.911       38.677
2018 01 06 00 54 00     7927    16210.874       38.676
2018 01 06 00 56 00     7926    16209.911       38.677
2018 01 06 00 58 00     7927    16210.874       38.676
2018 01 06 01 00 00     7926    16209.911       38.677
2018 01 06 01 02 00     7927    16210.874       38.676
2018 01 06 01 04 00     7927    16210.874       38.676
2018 01 06 01 06 00     7926    16209.911       38.677
2018 01 06 01 08 00     7927    16210.874       38.676
2018 01 06 01 10 00     7926    16209.911       38.677
2018 01 06 01 12 00     7926    16209.911       38.677
2018 01 06 01 14 00     7926    16209.911       38.677
2018 01 06 01 16 00     7926    16209.911       38.677
2018 01 06 01 18 00     7927    16210.874       38.676
2018 01 06 01 20 00     7926    16209.911       38.677
2018 01 06 01 22 00     7926    16209.911       38.677
2018 01 06 01 24 00     7926    16209.911       38.677
2018 01 06 01 26 00     7926    16209.911       38.677
2018 01 06 01 28 00     7926    16209.911       38.677
2018 01 06 01 30 00     7925    16208.948       38.678
2018 01 06 01 32 00     7926    16209.911       38.677
2018 01 06 01 34 00     7926    16209.911       38.677
2018 01 06 01 36 00     7925    16208.948       38.678
2018 01 06 01 38 00     7926    16209.911       38.677
2018 01 06 01 40 00     7925    16208.948       38.678
2018 01 06 01 42 00     7926    16209.911       38.677
2018 01 06 01 44 00     7925    16208.948       38.678
2018 01 06 01 46 00     7925    16208.948       38.678
2018 01 06 01 48 00     7926    16209.911       38.677
2018 01 06 01 50 00     7925    16208.948       38.678
2018 01 06 01 52 00     7925    16208.948       38.678
2018 01 06 01 54 00     7925    16208.948       38.678
2018 01 06 01 56 00     7925    16208.948       38.678
2018 01 06 01 58 00     7926    16209.911       38.677
2018 01 06 02 00 00     7925    16208.948       38.678
2018 01 06 02 02 00     7925    16208.948       38.678
2018 01 06 02 04 00     7925    16208.948       38.678
2018 01 06 02 06 00     7925    16208.948       38.678
2018 01 06 02 08 00     7925    16208.948       38.678
2018 01 06 02 10 00     7925    16208.948       38.678
2018 01 06 02 12 00     7925    16208.948       38.678
2018 01 06 02 14 00     7925    16208.948       38.678
2018 01 06 02 16 00     7926    16209.911       38.677
2018 01 06 02 18 00     7925    16208.948       38.678
2018 01 06 02 20 00     7925    16208.948       38.678
2018 01 06 02 22 00     7925    16208.948       38.678
